,symbol,entry_date,exit_date,entry_price,exit_price,position_size,position_size_pct,pnl,return_pct,commission,exit_reason,volatility,is_win
0,ETH,2025-03-30 10:26:40.390,2025-03-30 17:31:40.390,1832.7,1814.373,0.025918044415343483,0.95,-0.475,-0.01,0.047025000000000004,stop_loss,0.0018068331143232545,False
1,ETH,2025-03-31 08:21:40.390,2025-03-31 16:31:40.390,1794.4,1821.3159999999998,0.026169723166518055,0.939179025,0.7043842687499925,0.01499999999999984,0.047663335518749995,take_profit,0.0023215694910899403,True
2,ETH,2025-04-01 08:16:40.390,2025-04-01 10:36:40.390,1832.2,1859.6829999999998,0.027038442643904287,0.9907966922432287,0.743097519182414,0.014999999999999847,0.05028293213134385,take_profit,0.0015503037513745672,True
3,ETH,2025-04-01 14:06:40.390,2025-04-01 15:36:40.390,1878.6,1859.8139999999999,0.025630435509261758,0.9629867229539828,-0.4814933614769929,-0.010000000000000031,0.047667842786222145,stop_loss,0.0021609072238592776,False
4,ETH,2025-04-02 03:11:40.390,2025-04-02 05:01:40.390,1904.4,1885.356,0.02604764712353977,0.9921027836413827,-0.49605139182069385,-0.01000000000000005,0.049109087790248446,stop_loss,0.0020916070955785057,False
5,ETH,2025-04-02 06:16:40.390,2025-04-02 09:16:40.390,1874.8,1856.052,0.026144826765235787,0.9803264243892811,-0.49016321219464176,-0.010000000000000024,0.04852615800726941,stop_loss,0.0025614936989039857,False
6,ETH,2025-04-02 09:56:40.390,2025-04-02 13:06:40.390,1854.4,1882.216,0.02506338621096047,0.929550867792102,0.6971631508440715,0.014999999999999892,0.047174706540449175,take_profit,0.0023211141347846886,True
7,ETH,2025-04-03 01:06:40.390,2025-04-03 02:11:40.390,1857.1,1838.529,0.025335673224637027,0.9410175749094684,-0.470508787454732,-0.009999999999999953,0.04658036995801869,stop_loss,0.004680989231018982,False
8,ETH,2025-04-03 03:16:40.390,2025-04-03 04:11:40.390,1783.7,1810.4554999999998,0.026077785340092568,0.9302989142224622,0.6977241856668404,0.014999999999999864,0.047212669896789954,take_profit,0.004062113406820658,True
9,ETH,2025-04-03 13:56:40.390,2025-04-03 14:41:40.390,1810.3,1792.197,0.02601156849841412,0.9417748490535817,-0.47088742452679255,-0.010000000000000037,0.04661785502815229,stop_loss,0.0031617987946221727,False
10,ETH,2025-04-03 21:21:40.390,2025-04-03 22:51:40.390,1768.8,1795.3319999999999,0.026318621738903123,0.9310475626354369,0.6982856719765757,0.014999999999999956,0.04725066380374842,take_profit,0.004124400847174236,True
11,ETH,2025-04-04 05:56:40.390,2025-04-04 11:06:40.390,1780.9,1807.6135,0.027576459131549536,0.9822183213475314,0.7366637410106441,0.01499999999999991,0.049847579808387214,take_profit,0.0017735409854236933,True
12,ETH,2025-04-05 07:26:40.390,2025-04-05 17:06:40.390,1808.8,1790.712,0.027500135039838624,0.9948448852012021,-0.4974224426006001,-0.009999999999999981,0.049244821817459504,stop_loss,0.002043166536646978,False
13,ETH,2025-04-05 17:21:40.390,2025-04-06 00:41:40.390,1787.1,1769.2289999999998,0.026392405338226607,0.9433173515988953,-0.4716586757994502,-0.010000000000000054,0.04669420890414532,stop_loss,0.0010917641789373537,False
14,ETH,2025-04-06 05:46:40.390,2025-04-06 12:26:40.390,1806.8,1788.732,0.02580729730201207,0.9325724953055082,-0.46628624765275367,-0.00999999999999999,0.04616233851762266,stop_loss,0.001544847097362605,False
15,ETH,2025-04-07 04:46:40.390,2025-04-07 05:01:40.390,1557.1,1580.4564999999998,0.029604714799875757,0.9219500282977308,0.6914625212232942,0.014999999999999916,0.04678896393610983,take_profit,0.006437586170325619,True
16,ETH,2025-04-07 20:56:40.390,2025-04-07 21:01:40.390,1527.8,1550.7169999999999,0.031830762624816954,0.9726207827639068,0.7294655870729274,0.014999999999999944,0.04936050472526827,take_profit,0.006359907492254653,True
17,ETH,2025-04-07 23:56:40.390,2025-04-08 00:26:40.390,1543.6,1566.7539999999997,0.03190994975445239,0.9851239688194541,0.7388429766145832,0.01499999999999985,0.04999504141758729,take_profit,0.004639999999999976,True
