,symbol,entry_date,exit_date,entry_price,exit_price,position_size,position_size_pct,pnl,return_pct,commission,exit_reason,volatility,is_win
0,XRP,2025-03-30 08:27:09.544,2025-03-30 14:42:09.544,2.1757,2.153943,21.83205405156961,0.95,-0.4750000000000006,-0.010000000000000012,0.047025,stop_loss,0.0033169419187233542,False
1,XRP,2025-03-30 16:02:09.544,2025-03-30 17:32:09.544,2.1557,2.134143,21.783620749640487,0.939179025,-0.469589512500001,-0.010000000000000023,0.0464893617375,stop_loss,0.003237454862408192,False
2,XRP,2025-03-30 17:32:09.544,2025-03-30 21:07:09.544,2.1354,2.114046,21.740219778864322,0.9284813063157376,-0.4642406531578708,-0.010000000000000044,0.045959824662629004,stop_loss,0.003360246785337709,False
3,XRP,2025-03-31 07:17:09.544,2025-03-31 11:12:09.544,2.0873,2.066427,22.91367053373375,0.9565540901012491,-0.47827704505062274,-0.009999999999999962,0.047349427460011834,stop_loss,0.005375825659322112,False
4,XRP,2025-03-31 14:17:09.544,2025-03-31 14:47:09.544,2.0267,2.0571004999999998,23.318687950765735,0.9451996973963382,0.7088997730472498,0.014999999999999918,0.04796888464286416,take_profit,0.0051936477070167126,True
5,XRP,2025-04-01 10:22:09.544,2025-04-01 12:27:09.544,2.0939,2.1253085,21.936805907636625,0.9186695578000067,0.6890021683500038,0.014999999999999975,0.04662248005835033,take_profit,0.003790559776026677,True
6,XRP,2025-04-01 15:37:09.544,2025-04-01 17:47:09.544,2.124,2.15586,21.892703290904848,0.930002035797638,0.6975015268482284,0.015,0.04719760331673013,take_profit,0.0051673571993854864,True
7,XRP,2025-04-01 21:17:09.544,2025-04-02 04:52:09.544,2.1393,2.1179069999999998,22.93075613337913,0.9811153319227595,-0.4905576659613847,-0.010000000000000103,0.04856520893017659,stop_loss,0.003367558402411519,False
8,XRP,2025-04-02 16:07:09.544,2025-04-02 19:07:09.544,2.1098,2.141447,22.975386169810005,0.9694693948213029,0.7271020461159767,0.01499999999999999,0.04920057178718112,take_profit,0.0036948506436695677,True
9,XRP,2025-04-03 01:32:09.544,2025-04-03 02:07:09.544,2.0851,2.0642490000000002,23.54640231432881,0.98193206931214,-0.49096603465606886,-0.009999999999999976,0.048605637430950935,stop_loss,0.006012459554739871,False
10,XRP,2025-04-03 14:37:09.544,2025-04-03 16:42:09.544,2.0171,1.9969290000000002,24.051272556050716,0.970276437456198,-0.48513821872809754,-0.00999999999999997,0.048028683654081805,stop_loss,0.005774383039621912,False
11,XRP,2025-04-05 04:07:09.544,2025-04-05 14:07:09.544,2.1189,2.1506835,21.709882847545533,0.9200214153132846,0.6900160614849626,0.014999999999999982,0.046691086827149196,take_profit,0.0021124572848710867,True
12,XRP,2025-04-05 17:47:09.544,2025-04-06 05:27:09.544,2.125,2.156875,22.83732170383562,0.9705861724130139,0.7279396293097575,0.01499999999999994,0.04925724824996045,take_profit,0.002126442114379377,True
13,XRP,2025-04-06 07:32:09.544,2025-04-06 11:07:09.544,2.1227,2.101473,22.220367406218006,0.9433434778635792,-0.471671738931792,-0.01000000000000005,0.04669550215424717,stop_loss,0.0030917047184170236,False
14,XRP,2025-04-06 11:47:09.544,2025-04-06 16:52:09.544,2.0871,2.066229,23.28267983878876,0.9718656218307204,-0.48593281091536217,-0.01000000000000004,0.04810734828062066,stop_loss,0.003245707290357896,False
15,XRP,2025-04-06 21:12:09.544,2025-04-06 21:42:09.544,2.0513,2.0307869999999997,23.407826249525368,0.9603294797130277,-0.48016473985651914,-0.01000000000000011,0.04753630924579487,stop_loss,0.004908435660355824,False
16,XRP,2025-04-07 03:27:09.544,2025-04-07 03:37:09.544,1.866,1.8939899999999998,25.426856183169505,0.9489302727558859,0.7116977045669077,0.014999999999999859,0.04815821134236121,take_profit,0.011998798353036803,True
17,XRP,2025-04-07 04:47:09.544,2025-04-07 05:02:09.544,1.8785,1.9066774999999998,24.548720316395748,0.9222954222869884,0.6917215667152349,0.014999999999999862,0.04680649268106465,take_profit,0.008829673319641159,True
18,XRP,2025-04-07 10:52:09.544,2025-04-07 10:57:09.544,1.6247,1.6490704999999999,29.943532952222444,0.9729851597495162,0.7297388698121327,0.01499999999999991,0.049378996857287936,take_profit,0.023553066207094714,True
19,XRP,2025-04-07 16:07:09.544,2025-04-07 16:27:09.544,1.7461,1.7722915,27.079638329043153,0.945675129726845,0.7092563472951317,0.014999999999999956,0.04799301283363738,take_profit,0.0076668557383248424,True
20,XRP,2025-04-08 04:02:09.544,2025-04-08 04:37:09.544,1.8902,1.8712980000000001,25.323794881715504,0.9573407417083729,-0.4786703708541858,-0.009999999999999986,0.047388366714564464,stop_loss,0.006092045756850225,False
21,XRP,2025-04-08 07:22:09.544,2025-04-08 09:22:09.544,1.9027,1.883673,24.870871708360315,0.9464361519899436,-0.4732180759949749,-0.010000000000000066,0.0468485895235022,stop_loss,0.004894179894179903,False
22,XRP,2025-04-10 17:42:09.544,2025-04-10 17:52:09.544,1.9766,2.0062489999999995,23.668313543476227,0.9356557710007022,0.701741828250517,0.014999999999999795,0.04748453037828563,take_profit,0.008304093567251437,True
23,XRP,2025-04-11 02:27:09.544,2025-04-11 04:52:09.544,1.9706,1.950894,24.03323319491079,0.947197786677824,-0.47359889333891203,-0.010000000000000002,0.046886290440552286,stop_loss,0.004156021120763069,False
24,XRP,2025-04-11 09:47:09.544,2025-04-11 14:32:09.544,1.9944,2.024316,23.475950919792172,0.9364087302886702,0.7023065477164987,0.014999999999999916,0.04752274306215001,take_profit,0.004555131950289623,True
25,XRP,2025-04-12 21:12:09.544,2025-04-13 00:32:09.544,2.1193,2.1510895,22.364932625945563,0.9479600342833286,0.7109700257124946,0.01499999999999996,0.04810897173987892,take_profit,0.0023799556568523217,True
26,XRP,2025-04-13 06:22:09.544,2025-04-13 12:47:09.544,2.1367,2.1687505,22.456447612585745,0.9596538322762391,0.719740374207179,0.01499999999999999,0.048702431988019136,take_profit,0.0036359154495593862,True
